city count,christofides,christofides time,prims,prims time,my method,my method time
22.0,422096.91124674026,0.0011751651763916,539940.5712048139,0.0007295608520507,428031.9552930239,0.0021777153015136
22.0,441709.2685919642,0.0012855529785156,515263.1952791176,0.0006701946258544,422088.8283234742,0.002181053161621
22.0,415885.2858647871,0.0012667179107666,362940.7648009748,0.0007410049438476,380214.1199955783,0.0020873546600341
23.0,364232.3184957045,0.0013659000396728,407177.88722230576,0.0007672309875488,369388.81830013584,0.0022628307342529
23.0,573845.1824379798,0.0014476776123046,640276.1862398607,0.0008056163787841,447871.2908483234,0.0024139881134033
23.0,541510.0476733051,0.0014688968658447,625977.6125085233,0.0008318424224853,452931.4726327044,0.002805471420288
23.0,421215.087189736,0.0014870166778564,467550.65600065846,0.0008327960968017,438974.4408132995,0.0025994777679443
23.0,375069.2803906798,0.0014283657073974,540254.686107773,0.0007979869842529,367986.7187227357,0.0024011135101318
23.0,400779.4517879474,0.0014381408691406,444769.1750902727,0.0008018016815185,406560.3937605711,0.0023779869079589
23.0,525454.5491522866,0.0014898777008056,528369.5965801798,0.0008356571197509,485760.6360732161,0.0026853084564208
23.0,439384.61126457184,0.0015399456024169,516920.1045682122,0.0008561611175537,435602.8456325454,0.0026543140411376
24.0,556061.7569263144,0.0015215873718261,736162.6370455774,0.0009350776672363,448242.596515854,0.002981424331665
24.0,535390.2911432931,0.001577615737915,533991.6350072387,0.0009369850158691,457550.6359459104,0.002964973449707
24.0,544174.0410116803,0.0014772415161132,553061.1479845761,0.0008268356323242,478218.28510437405,0.0024571418762207
24.0,441298.47375135473,0.0015342235565185,419572.7855764611,0.0009450912475585,387735.2503772281,0.0026390552520751
24.0,424218.3012441661,0.0015249252319335,415095.7070650169,0.000941514968872,378124.9286344472,0.0026109218597412
24.0,416465.4131897354,0.0015456676483154,635538.7027825965,0.0009479522705078,397087.8975930653,0.0026183128356933
24.0,466507.7015502364,0.0015649795532226,452316.301814715,0.0009276866912841,450881.8453744296,0.0026607513427734
24.0,550520.454226479,0.001516580581665,632898.7155612747,0.0008578300476074,479869.7960132393,0.0027339458465576
25.0,461714.54136625,0.0015618801116943,648316.4044983821,0.00099778175354,481311.69151525415,0.0027141571044921
25.0,485924.61789178994,0.0017600059509277,652339.78299737,0.0010325908660888,493859.282911588,0.0030393600463867
25.0,534539.3858206229,0.0016281604766845,518054.38211724296,0.0010232925415039,456564.3248936606,0.0025956630706787
25.0,522519.8084345288,0.0016131401062011,609300.5082591005,0.0010080337524414,499920.36054792855,0.0027716159820556
25.0,542330.5180772654,0.0015487670898437,597480.3441692541,0.0010371208190917,451058.9277956648,0.0026836395263671
25.0,507287.7186703426,0.0016777515411376,519118.64539216383,0.0010643005371093,436435.3482141868,0.0027735233306884
25.0,480379.81046281056,0.0015985965728759,473625.5249985656,0.0010552406311035,439412.0965292255,0.0026321411132812
25.0,453436.42669186566,0.0016584396362304,461382.394595604,0.0009944438934326,442554.1140541241,0.0028553009033203
26.0,465109.40440311935,0.0016875267028808,503144.1003367206,0.0011088848114013,427042.8659938552,0.0027151107788085
26.0,552983.8661520735,0.001753807067871,630890.000810173,0.0010766983032226,517634.30466704565,0.0032637119293212
26.0,442895.0799436115,0.001838207244873,528551.7823405019,0.0010724067687988,434355.073266955,0.0030336380004882
26.0,646264.5902414429,0.0018463134765625,628295.9216711506,0.0011713504791259,507279.95600016654,0.0033309459686279
26.0,433915.9872690731,0.0017328262329101,528795.1767406993,0.0010786056518554,458786.9439207983,0.0030624866485595
26.0,506636.8112166378,0.0018367767333984,733096.3816400374,0.0011830329895019,504665.7220876367,0.0030796527862548
26.0,472154.32728622295,0.0017318725585937,581721.6296038041,0.0011396408081054,422493.6522730869,0.0028872489929199
26.0,497791.5459779648,0.00169038772583,453625.3393978531,0.0011985301971435,490679.31019937113,0.0031726360321044
27.0,489325.28071852046,0.0018935203552246,516281.1598546259,0.0012691020965576,457637.3969933606,0.0033414363861083
27.0,481851.5808870668,0.001849889755249,521092.8460293356,0.0012190341949462,432585.3530256032,0.0032126903533935
27.0,462703.8253745179,0.0018765926361083,491999.90262182953,0.0012404918670654,414455.3002600496,0.0032441616058349
27.0,416418.7934634602,0.0017945766448974,522264.2226243151,0.00128173828125,406313.6504288757,0.0031993389129638
27.0,481010.6069326157,0.0019240379333496,536490.2749836356,0.0012538433074951,444588.8970063364,0.0032825469970703
27.0,555882.9683402748,0.0019328594207763,596569.8802693122,0.0013096332550048,470415.6209321367,0.0034875869750976
27.0,536654.1065008926,0.0018849372863769,634193.4764435665,0.0012433528900146,527685.3943323691,0.0033338069915771
27.0,561147.8202823177,0.0018906593322753,544851.9349623524,0.0012586116790771,500056.61395143904,0.0034751892089843
28.0,485447.3579193934,0.0019176006317138,588256.9470112363,0.0013568401336669,467742.3652952789,0.003458023071289
28.0,557792.4933622605,0.0020363330841064,657082.2687558301,0.0013802051544189,491730.6369430632,0.0034704208374023
28.0,535928.3388287742,0.0018949508666992,584825.1570059012,0.001354694366455,539286.3847938156,0.0036966800689697
28.0,554865.9254354431,0.0019376277923583,593201.0871779908,0.0013270378112792,476450.5491561436,0.0033295154571533
28.0,508127.1698617576,0.0018846988677978,558787.4470301571,0.0013477802276611,462620.452533216,0.0032031536102294
28.0,513276.4956563178,0.0021133422851562,586107.6933864218,0.0013885498046875,451623.2239166701,0.0038702487945556
28.0,636487.4745004661,0.0018975734710693,621220.3095115344,0.0013344287872314,497827.3054877115,0.0032427310943603
28.0,469214.9461890807,0.001918077468872,543081.0375855209,0.0014228820800781,449461.25622596615,0.0034215450286865
29.0,578053.4855928405,0.0019900798797607,712222.0114379402,0.0014498233795166,527507.7459616661,0.0035789012908935
29.0,456700.09000773786,0.0020766258239746,657372.9381114554,0.0015211105346679,417918.51176981616,0.0037879943847656
29.0,500281.3075426973,0.0020720958709716,727029.3342747893,0.0014111995697021,489424.8896645081,0.0035810470581054
29.0,567523.7551118007,0.0019900798797607,608186.8438030737,0.0014610290527343,542399.6012536108,0.0037033557891845
29.0,534045.2220455364,0.0022194385528564,534397.3842818859,0.00152587890625,465631.35550670006,0.0042097568511962
29.0,500433.2729765048,0.00203537940979,671529.7824028543,0.0014362335205078,443530.0976242236,0.0033066272735595
29.0,535079.8798592951,0.0020856857299804,727591.6333379853,0.0014441013336181,516346.8572766685,0.0038661956787109
29.0,488356.94730523496,0.002169132232666,635428.8337971165,0.001511812210083,508486.63517628046,0.0041301250457763
30.0,485628.19320406846,0.0021648406982421,621096.2114846823,0.0016036033630371,506505.9876559306,0.003981590270996
30.0,483741.4287343815,0.0020878314971923,578820.43483371,0.0015366077423095,447775.4497691105,0.0039179325103759
30.0,584149.0687937276,0.0021088123321533,631367.7186603489,0.0014877319335937,519921.5774378608,0.0039064884185791
30.0,510395.2468210336,0.0021631717681884,533502.6174483768,0.0015926361083984,444400.5911424139,0.0040805339813232
30.0,520631.6770477028,0.0023267269134521,586739.0602402755,0.0016274452209472,486132.62675651687,0.0040590763092041
30.0,476732.2369497284,0.0023660659790039,525102.5588448697,0.0017199516296386,477599.01316364994,0.0041687488555908
30.0,566392.0205835062,0.0021414756774902,508983.15399593615,0.0015902519226074,469847.9747976228,0.0038635730743408
30.0,523672.35295256175,0.0021252632141113,624310.9988046362,0.0015926361083984,457702.2543927076,0.0035884380340576
31.0,549349.2932132161,0.002265453338623,612904.9317350267,0.0018403530120849,530906.0605108036,0.0040223598480224
31.0,539160.0237906411,0.0022766590118408,633055.7614457315,0.0017378330230712,458411.35387032735,0.0040979385375976
31.0,597170.1764594231,0.0022792816162109,672025.2164010017,0.001840591430664,527601.091584792,0.0042614936828613
31.0,512600.71477467,0.002314805984497,660146.2739236308,0.001732587814331,534298.2305764129,0.0040717124938964
31.0,482034.5482951226,0.0022680759429931,622429.136714605,0.0017271041870117,500361.68088273326,0.0041553974151611
31.0,546037.7293111631,0.002335786819458,568803.1919806667,0.0018310546875,485937.6663957449,0.0039105415344238
31.0,620300.4977587247,0.0022542476654052,711259.5494474372,0.0018393993377685,519094.2181094759,0.004246711730957
31.0,453116.8123621797,0.0022444725036621,554180.2204895896,0.0016477108001708,498128.74497321714,0.0040860176086425
32.0,514474.1349705421,0.0024418830871582,693478.534222716,0.0018749237060546,482245.2529995859,0.0042674541473388
32.0,523382.5201285569,0.0025451183319091,669212.8682167551,0.0018823146820068,463106.6804227123,0.0044569969177246
32.0,539462.0485040614,0.0024299621582031,711808.6985080374,0.0019598007202148,540590.656560898,0.0044710636138916
32.0,659809.610101701,0.0024576187133789,789587.826348342,0.0018963813781738,596886.413141735,0.0047249794006347
32.0,532579.3946675728,0.0024464130401611,603433.2488217325,0.0019946098327636,474525.0610295784,0.0046756267547607
32.0,494146.4320475022,0.0024192333221435,543202.6640009854,0.0018784999847412,475095.6151783639,0.0049548149108886
32.0,578243.8188344633,0.0024001598358154,575170.5838951282,0.0019183158874511,522158.9727222717,0.0045433044433593
32.0,548640.0364144404,0.0024061203002929,629569.3784140846,0.0018906593322753,507595.723941817,0.0047497749328613
33.0,624957.8384091089,0.0025558471679687,668814.841009851,0.0021343231201171,539216.5859281559,0.0047700405120849
33.0,529427.7373910941,0.0025374889373779,585268.9445173384,0.0020763874053955,435899.5312044743,0.0043349266052246
33.0,547392.5357864683,0.0025715827941894,628829.0634675858,0.0020990371704101,521891.1099069394,0.0047192573547363
33.0,596456.975291667,0.003788948059082,614366.8632211419,0.0028350353240966,509676.2640649572,0.0068316459655761
33.0,485702.91996347497,0.0024921894073486,557147.8428376962,0.0019440650939941,509878.8235585237,0.0045709609985351
33.0,621677.7420983529,0.0026650428771972,610330.2987072,0.0020971298217773,525387.3124735483,0.0049819946289062
33.0,551677.9164529253,0.0025556087493896,693037.3292106902,0.0021016597747802,537383.0206053071,0.0049457550048828
33.0,534133.7275631694,0.0025427341461181,530455.2299671238,0.0019583702087402,468068.40806766006,0.0046832561492919
34.0,546973.3235386098,0.0027213096618652,670918.116688169,0.0022010803222656,552426.1716138193,0.0053229331970214
34.0,580926.2471001276,0.002678632736206,677742.1890739319,0.002220869064331,566571.558864498,0.0051743984222412
34.0,508429.19411831314,0.0026936531066894,651669.0456824277,0.002314805984497,492627.210314538,0.0050740242004394
34.0,581723.0100110094,0.0027217864990234,729310.0362102197,0.0022337436676025,581626.7702308623,0.0052049160003662
34.0,646483.6309161931,0.0046222209930419,685842.318523779,0.00360107421875,536041.991621296,0.0078392028808593
