city count,christofides,christofides time,prims,prims time,my method,my method time
3.0,182826.27887942048,0.000281810760498,61481.02461735653,5.078315734863281e-05,182826.27887942048,1.3113021850585938e-05
3.0,134494.30117580591,0.0002920627593994,55632.90889392716,3.814697265625e-05,134494.30117580594,1.71661376953125e-05
3.0,162699.991467911,0.000303030014038,132537.7792178517,3.62396240234375e-05,162699.991467911,1.4066696166992188e-05
3.0,197427.85330454816,0.000262975692749,124533.91290728802,3.170967102050781e-05,197427.8533045482,1.2636184692382812e-05
3.0,206948.57143902543,0.000260591506958,151590.1797610914,3.2901763916015625e-05,206948.5714390255,1.2636184692382812e-05
3.0,171984.68171695655,0.0002763271331787,80671.56624238803,3.147125244140625e-05,171984.68171695655,1.239776611328125e-05
3.0,120455.24630010754,0.0002801418304443,48452.3456604528,3.504753112792969e-05,120455.24630010754,1.7881393432617188e-05
3.0,95341.01997513074,0.000232458114624,52108.68065879236,2.646446228027344e-05,95341.01997513074,1.049041748046875e-05
4.0,256376.0968814148,0.0002205371856689,184914.9630043376,3.743171691894531e-05,256376.09688141485,5.245208740234375e-06
4.0,68214.22655179995,0.0002179145812988,63204.170982904194,3.767013549804688e-05,68214.22655179995,4.291534423828125e-06
4.0,158944.1810670713,0.000173807144165,140890.85251491005,3.218650817871094e-05,154170.550234038,4.0531158447265625e-06
4.0,211791.3011044468,0.0002059936523437,50507.00984447535,3.767013549804688e-05,211791.3011044468,0.0002825260162353
4.0,80144.08395882414,0.0001993179321289,45525.2919121334,3.671646118164063e-05,80144.08395882414,4.529953002929688e-06
4.0,204896.8569795833,0.0001866817474365,161187.96818235877,3.4332275390625e-05,204658.1381644805,0.000248908996582
4.0,211209.40993324944,0.0001833438873291,162106.50490852844,3.4809112548828125e-05,211209.4099332494,3.814697265625e-06
4.0,142146.79962210267,0.0001935958862304,68534.11133089665,3.504753112792969e-05,142146.79962210267,4.291534423828125e-06
5.0,229585.60917418025,0.0002460479736328,176643.51708510466,5.936622619628906e-05,229585.6091741803,0.0003595352172851
5.0,199449.3670251579,0.0002236366271972,170102.49859597156,4.2438507080078125e-05,199364.8955560288,0.0003507137298583
5.0,317055.36795752647,0.00026535987854,280914.5325626815,4.6253204345703125e-05,300034.3682957742,0.0003044605255126
5.0,215544.64151139744,0.0002284049987792,243841.4657659455,4.506111145019531e-05,215544.64151139744,0.0002882480621337
5.0,233376.3117950449,0.0002503395080566,202112.19680938625,4.7206878662109375e-05,225301.9611170008,0.0002899169921875
5.0,206960.764858078,0.0002257823944091,123280.32314067232,4.38690185546875e-05,206960.764858078,4.0531158447265625e-06
5.0,247814.65640708245,0.0002291202545166,165639.35153205285,4.363059997558594e-05,231797.6043596353,0.0002672672271728
5.0,174575.85734400945,0.0002615451812744,148885.176163525,4.982948303222656e-05,174575.85734400945,5.245208740234375e-06
6.0,254063.416940594,0.000284194946289,132136.96692820085,5.936622619628906e-05,254063.416940594,0.0002624988555908
6.0,244690.38301768416,0.0002884864807128,187394.5782834584,5.936622619628906e-05,216220.1633651225,0.0003528594970703
6.0,307738.1378296724,0.0003228187561035,246550.8992321129,6.270408630371094e-05,266515.2887241576,0.0004339218139648
6.0,265530.04554560187,0.0003018379211425,192459.32448654875,6.055831909179688e-05,251379.98784911525,0.0003299713134765
6.0,275772.5543671672,0.0002930164337158,243628.84919439605,7.224082946777344e-05,272631.0396128714,0.0003130435943603
6.0,263674.60961236444,0.0002989768981933,216085.7843314948,5.960464477539063e-05,263674.6096123644,0.0002517700195312
6.0,325816.6914335112,0.0002994537353515,207915.96267110185,6.079673767089844e-05,280718.8918670556,0.0003440380096435
6.0,271751.2083925827,0.0002589225769042,254883.47296722204,5.435943603515625e-05,271751.2083925827,4.0531158447265625e-06
7.0,235658.84442227508,0.0003495216369628,176240.19408150663,7.939338684082031e-05,235658.84442227508,0.0003910064697265
7.0,263204.9256188663,0.0003242492675781,219534.1757815541,7.43865966796875e-05,263204.9256188662,0.0003559589385986
7.0,266564.4302222382,0.0003507137298583,227678.982301928,7.891654968261719e-05,259003.818543651,0.0003750324249267
7.0,250870.99316238856,0.0002467632293701,251153.49668335344,5.650520324707031e-05,245790.79559292612,0.0002779960632324
7.0,284613.7149673702,0.0003755092620849,284891.45576635795,8.0108642578125e-05,284613.7149673701,0.0003919601440429
7.0,300970.0163542524,0.0003354549407958,292259.24868940783,7.510185241699219e-05,289637.158749589,0.000373363494873
7.0,245109.2004545656,0.000324010848999,210892.75862697876,7.843971252441406e-05,245109.2004545656,0.0002939701080322
7.0,373163.4377542762,0.0003383159637451,284981.23552308406,7.867813110351562e-05,308977.40354768094,0.0002853870391845
8.0,249072.5332153189,0.0004081726074218,224131.8484158913,0.0001070499420166,235949.6543739099,0.0004394054412841
8.0,376693.427041949,0.0003798007965087,261627.47691151476,0.0001039505004882,310622.9940278473,0.0003993511199951
8.0,264875.13126091345,0.0003645420074462,164082.64077010506,0.0001077651977539,240364.41636755504,0.000375747680664
8.0,331859.7254472075,0.0004475116729736,277577.9046714788,0.0001049041748046,284726.1763679852,0.0004363059997558
8.0,255013.48098223397,0.0003907680511474,254704.7300071412,0.0001027584075927,255013.480982234,0.0004537105560302
8.0,283109.4785593053,0.0003430843353271,269319.3498713916,8.392333984375e-05,283109.4785593053,0.0003566741943359
8.0,206378.74362586517,0.0003690719604492,223502.53179502377,9.107589721679688e-05,191751.24120805267,0.0003843307495117
8.0,293148.1664071097,0.0004389286041259,242742.30428924956,0.0001077651977539,289666.30151297024,0.0005261898040771
9.0,271779.13617770193,0.0004732608795166,322271.4088744329,0.0001242160797119,271779.13617770193,0.0004634857177734
9.0,319875.9947109732,0.0004999637603759,235541.07732640157,0.0001323223114013,289182.561881724,0.0006783008575439
9.0,219328.03202691267,0.0004489421844482,250109.11907041716,0.0001161098480224,218055.63795782253,0.0004129409790039
9.0,209083.8438585892,0.000514268875122,298594.1330779272,0.0001335144042968,209083.8438585892,0.0004971027374267
9.0,294396.8813709005,0.0004239082336425,202691.8533132763,0.0001032352447509,282121.2081152584,0.000462532043457
9.0,285871.14823387825,0.0004799365997314,251747.83670831163,0.0001254081726074,285871.14823387825,0.0004620552062988
9.0,268033.92954002187,0.0005035400390625,296231.2634726905,0.0001187324523925,255056.2050726227,0.0004167556762695
9.0,235738.30389763223,0.0004017353057861,227148.58448876665,0.0001032352447509,234954.8917999541,0.0004584789276123
10.0,446446.5032089332,0.0005085468292236,382234.78026726726,0.0001382827758789,369096.446714844,0.0005676746368408
10.0,320920.64513916854,0.0005314350128173,310961.3464847539,0.0001487731933593,275363.7018236826,0.0005915164947509
10.0,318311.63482167816,0.0005538463592529,249132.871437064,0.0001423358917236,290224.3874674056,0.0006754398345947
10.0,305054.3432051531,0.000453233718872,266893.90689844446,0.0001311302185058,300226.3788995102,0.0005316734313964
10.0,294004.0855755781,0.0004410743713378,367877.1567011054,0.0001230239868164,294004.0855755781,0.0003974437713623
10.0,269311.6005396105,0.0005176067352294,293929.2598849979,0.0001585483551025,263609.5361070047,0.0005779266357421
10.0,243468.7114590493,0.0005030632019042,237563.6416382892,0.0001540184020996,239993.07083983129,0.0005602836608886
10.0,308792.7582301238,0.0004618167877197,278076.7790610349,0.0001304149627685,290995.95261852886,0.0006351470947265
11.0,364929.270206776,0.000558853149414,405336.98473831534,0.0001640319824218,318211.91484806617,0.0006716251373291
11.0,324791.6070082598,0.0004603862762451,330741.8546061446,0.0001325607299804,295601.0355445997,0.0004770755767822
11.0,296021.13345941587,0.0005903244018554,285747.854912272,0.0001721382141113,286404.5912207757,0.0007281303405761
11.0,371292.45738813456,0.0005874633789062,314889.1271323116,0.0001740455627441,296219.8563008484,0.0008380413055419
11.0,308471.566774279,0.0005252361297607,304175.5869247534,0.0001635551452636,308471.566774279,0.0004539489746093
11.0,292490.68092157855,0.0004808902740478,263275.5265296305,0.0001399517059326,277471.3175235992,0.0004844665527343
11.0,365449.36569678015,0.000624656677246,310748.372628912,0.0002026557922363,305944.4053062954,0.0008726119995117
11.0,389190.2553375442,0.0004878044128417,290912.8225398688,0.0001485347747802,322012.3130253295,0.0005135536193847
12.0,436455.8461694655,0.0006365776062011,357153.79259781854,0.0002017021179199,389480.2613429893,0.0007603168487548
12.0,319226.92721611133,0.0005049705505371,415305.6088084488,0.0001666545867919,319226.92721611133,0.0006980895996093
12.0,357283.1422637901,0.0006422996520996,292581.868606768,0.0001993179321289,301508.3151541913,0.0007491111755371
12.0,296257.0834980783,0.0006277561187744,304660.7186467437,0.0002014636993408,296257.0834980783,0.0004873275756835
12.0,348988.1347632474,0.0005545616149902,402996.228678987,0.0001718997955322,313447.50277585635,0.0007252693176269
12.0,307383.22472562187,0.0005722045898437,307759.2439528255,0.0001919269561767,303715.27346221963,0.0007035732269287
12.0,345043.9499668993,0.0005939006805419,447819.6013240117,0.0001866817474365,316507.89255113073,0.0005633831024169
12.0,338827.63271122094,0.0005829334259033,316559.5117314105,0.0001897811889648,317566.7387268521,0.0006964206695556
13.0,344253.6043734793,0.0006299018859863,328819.6994410528,0.0002367496490478,316080.1860208692,0.0009472370147705
13.0,481026.32643215137,0.0007309913635253,501513.4085472132,0.0002596378326416,443939.44944931,0.0011825561523437
13.0,332434.0473351911,0.0006797313690185,314588.9420028981,0.0002381801605224,294803.030425709,0.0010156631469726
13.0,351698.0239567366,0.0007464885711669,363285.7523797212,0.0002467632293701,321181.42514689616,0.0006844997406005
13.0,316163.2912369624,0.0005931854248046,339263.36022407387,0.0002281665802001,271485.0765607212,0.0008771419525146
13.0,283762.1978450665,0.0006446838378906,267803.2591631288,0.0002219676971435,251126.60700350173,0.0009598731994628
13.0,285967.00371229136,0.0007014274597167,382735.206580932,0.0002427101135253,285967.00371229136,0.00081467628479
13.0,401947.5851787802,0.0007321834564208,368190.5928599514,0.0002570152282714,323646.1148382746,0.000777244567871
14.0,329471.3942329768,0.0006635189056396,359105.6820043309,0.0002377033233642,314855.9784334979,0.0008349418640136
14.0,389623.34081202623,0.0007476806640625,386273.4179856662,0.0002801418304443,343709.7313681455,0.0010154247283935
14.0,323222.8582337502,0.0007863044738769,295752.59427636943,0.0002863407135009,291422.17125502473,0.0011942386627197
14.0,415068.5387479488,0.0007367134094238,379686.7932845776,0.0002651214599609,331272.05703471176,0.0009162425994873
14.0,372880.8661471,0.0007815361022949,478748.001386515,0.0002868175506591,354872.06639919616,0.000913381576538
14.0,302468.73604884,0.0007731914520263,372487.563225729,0.0002777576446533,319015.5519499597,0.0010936260223388
14.0,444287.4070089191,0.0006334781646728,428741.19847181503,0.0002305507659912,360078.8425260811,0.0009756088256835
14.0,410027.0460603484,0.0007538795471191,393229.3709067752,0.0002651214599609,352394.5924852701,0.0011639595031738
15.0,392309.31644802965,0.0007236003875732,400309.9667268781,0.0002877712249755,381456.9531045496,0.0011088848114013
15.0,341299.2381703308,0.0007791519165039,321660.2063431263,0.00028657913208,294917.70417280064,0.0008692741394042
15.0,331831.94334656285,0.0008120536804199,315086.5247178473,0.0003230571746826,312781.2569865777,0.0013363361358642
15.0,280654.6117457249,0.0008189678192138,328051.0749428203,0.0003125667572021,288407.08071918867,0.0012331008911132
15.0,436005.90919421066,0.0007259845733642,409164.4490532253,0.000277042388916,415426.35204854095,0.00114107131958
15.0,339411.55325427407,0.0008573532104492,293175.3585579896,0.0003383159637451,272975.28827154817,0.0012862682342529
15.0,337944.65313922137,0.0008738040924072,397125.2395883232,0.0003523826599121,283999.93147446663,0.0010433197021484
15.0,405050.88733537885,0.0008027553558349,440279.0154086208,0.0003056526184082,384015.9519429407,0.0012812614440917
16.0,363497.93246737536,0.0007212162017822,451769.0986155238,0.0002980232238769,364322.9382445276,0.0012049674987792
16.0,376601.3339247785,0.0009338855743408,407274.6777041639,0.0003738403320312,339959.5855215895,0.0014419555664062
16.0,393499.3980697523,0.0008759498596191,471011.8361037758,0.0003561973571777,318603.555647268,0.0014610290527343
16.0,351657.2146638579,0.0008556842803955,372856.8064287189,0.0003418922424316,329793.8990329856,0.0014104843139648
16.0,359322.8459224014,0.0008466243743896,409698.03832599113,0.0003390312194824,354431.3188738907,0.001188039779663
16.0,379079.9088906186,0.0008423328399658,421302.75707367767,0.0003430843353271,357176.47587252496,0.0013105869293212
16.0,398588.7405109431,0.0009629726409912,440389.52169932704,0.0003931522369384,314704.07266912813,0.0012791156768798
16.0,358673.3016874757,0.0008192062377929,489259.7099249945,0.0003218650817871,320894.97661101486,0.0010473728179931
17.0,438563.3317880384,0.0009043216705322,472973.68227356125,0.0003800392150878,376118.6107337622,0.0013625621795654
17.0,412157.4058559049,0.0008714199066162,431314.5036952781,0.000364065170288,387944.06828688586,0.0010607242584228
17.0,328689.5660121126,0.0008885860443115,304829.5286032692,0.0003829002380371,334001.94288634363,0.0016756057739257
17.0,385513.7758767806,0.0009412765502929,500373.68330192845,0.0004150867462158,390289.9003516567,0.0012745857238769
17.0,365184.4918553625,0.0009822845458984,386508.97801208607,0.0003829002380371,304360.7709571204,0.0015063285827636
17.0,382176.9691425643,0.001009464263916,462544.26370840886,0.0004169940948486,356882.24505266617,0.0015661716461181
17.0,446319.65141438274,0.0008554458618164,349114.16191784944,0.0003635883331298,361726.9847067948,0.0014710426330566
17.0,413321.2296866421,0.0008599758148193,442168.1815603382,0.0003609657287597,348034.8454301141,0.0007777214050292
18.0,455431.3515121864,0.000931978225708,453101.59463351616,0.0004248619079589,369944.85903401393,0.00156831741333
18.0,461156.1551140038,0.0009324550628662,538375.2428165915,0.0004374980926513,413097.2822470104,0.0016274452209472
18.0,403197.1622550389,0.0009241104125976,429947.0456858807,0.0004069805145263,360287.8453097614,0.0016348361968994
18.0,474991.6685729252,0.0009224414825439,444857.28550046525,0.0004262924194335,381036.8120218554,0.0016701221466064
18.0,415363.5496430133,0.000913381576538,491427.97946971713,0.0003926753997802,391350.8335615465,0.0015227794647216
18.0,392354.2708590727,0.0009775161743164,433030.9389502696,0.0004479885101318,385443.1400455262,0.0015664100646972
18.0,456180.4097880984,0.0009987354278564,498146.24250289047,0.0004482269287109,414946.96402401273,0.0015020370483398
18.0,455361.2387463546,0.0009660720825195,639010.2629405857,0.0004258155822753,410465.1013752531,0.0015842914581298
19.0,393635.5754091152,0.0010502338409423,415582.0419109958,0.0004866123199462,378313.3001218147,0.001854658126831
19.0,397779.74283986737,0.001091718673706,382885.29028516496,0.0005190372467041,355217.0328606815,0.0017480850219726
19.0,307544.5467848474,0.0011160373687744,336133.7425828336,0.0005288124084472,300997.18093288166,0.001819372177124
19.0,438743.0581352365,0.0010228157043457,523111.8444414758,0.000495433807373,434138.0019646532,0.0016889572143554
19.0,368695.5550168387,0.0010027885437011,491028.4920017206,0.0004925727844238,348113.2178261992,0.0017120838165283
19.0,480535.3061852108,0.0010633468627929,469357.9856375577,0.0005037784576416,438053.1669043791,0.0018191337585449
19.0,424642.25035603816,0.0010201930999755,529397.4062616928,0.0004916191101074,398433.0853435103,0.0016238689422607
19.0,408282.1770742868,0.0009429454803466,420080.4385327031,0.0004529953002929,387402.3950653768,0.0017344951629638
20.0,375752.5410397601,0.0010974407196044,356322.23659079464,0.0005333423614501,359005.59704371245,0.0019207000732421
20.0,472317.397727266,0.0010585784912109,537468.4118628391,0.0005817413330078,419390.0833490341,0.0020875930786132
20.0,518509.85272952745,0.0009989738464355,524425.5556939819,0.0005698204040527,494998.3952819998,0.0020961761474609
20.0,471464.3075797932,0.0010745525360107,472232.687349388,0.0005741119384765,416082.1341550036,0.002101182937622
20.0,424351.3543313952,0.0011215209960937,592545.8238302717,0.0005614757537841,415969.4282278048,0.0020112991333007
20.0,433450.19005452894,0.0010149478912353,527644.13676138,0.0005946159362792,447298.2232355694,0.0018994808197021
20.0,398381.2775977968,0.0010666847229003,516453.4605416117,0.0005712509155273,378694.132427788,0.0019693374633789
20.0,508389.31527396303,0.0010883808135986,525326.636579239,0.0005633831024169,405525.5082672606,0.0018153190612792
21.0,519535.3401239813,0.0012102127075195,523254.3830744941,0.0006575584411621,503573.9082017157,0.0021636486053466
21.0,528609.5153727795,0.0012109279632568,611345.2458804621,0.000650405883789,418843.891398412,0.0023112297058105
21.0,469219.4767077136,0.0012032985687255,652874.1300672875,0.0006232261657714,447398.8729114309,0.0023698806762695
21.0,383215.3436089627,0.0011591911315917,487362.2551672493,0.0006520748138427,361095.1193585789,0.0020182132720947
21.0,469235.33263594366,0.001230239868164,421368.05192302505,0.0006556510925292,384773.0068620809,0.0022525787353515
21.0,448877.6511683645,0.0011990070343017,477798.65369055286,0.0006530284881591,361297.0917844588,0.002108097076416
21.0,428474.05878578377,0.0012156963348388,432333.0907412376,0.0006415843963623,404744.2608795316,0.0018830299377441
21.0,408667.7535824691,0.0010676383972167,386391.9822898756,0.0005490779876708,375794.513508296,0.0018045902252197
22.0,415243.2579805616,0.0013103485107421,500730.01944992377,0.0007328987121582,406418.530080504,0.0022492408752441
22.0,440867.21435701335,0.0012831687927246,501625.22645543714,0.0007464885711669,365850.6294183964,0.0025038719177246
22.0,379505.3711315634,0.0012605190277099,392743.9241044093,0.0007307529449462,409205.24771043897,0.0020477771759033
22.0,437737.97121849423,0.0012774467468261,431191.67343923385,0.0007548332214355,383053.8655502242,0.0024700164794921
22.0,445717.9125090578,0.0013365745544433,432679.53003781865,0.0007424354553222,404281.2010570276,0.0022644996643066
